account_id,true_segment,bad_flag,declared_monthly_income,has_loan,loan_installment,essential_ratio_base,discretionary_ratio_base,initial_balance
AC100779,good_quiet,0,502.75,True,138.89,0.487,0.211,589.77
AC100780,good_quiet,0,649.73,True,135.98,0.368,0.165,871.48
AC100781,bad_detectable,1,454.52,True,103.65,0.416,0.171,230.29
AC100782,bad_detectable,1,887.57,False,0.0,0.487,0.211,983.01
AC100783,good_quiet,0,652.41,True,124.46,0.416,0.235,461.95
AC100784,good_quiet,0,507.37,True,104.58,0.419,0.248,641.36
AC100785,good_quiet,0,543.65,True,142.54,0.422,0.159,482.32
AC100786,good_quiet,0,468.33,False,0.0,0.481,0.24,531.25
AC100787,good_quiet,0,580.46,True,142.26,0.438,0.173,1061.37
AC100788,bad_detectable,1,250.0,True,53.2,0.48,0.288,308.9
AC100789,good_quiet,0,650.49,False,0.0,0.479,0.207,1063.36
AC100790,good_quiet,0,1044.17,False,0.0,0.377,0.26,2021.92
AC100791,bad_detectable,1,522.45,False,0.0,0.407,0.18,349.22
AC100792,good_quiet,0,473.5,True,114.04,0.4,0.217,849.46
AC100793,good_quiet,0,838.16,False,0.0,0.438,0.299,722.59
AC100794,good_quiet,0,608.45,True,143.23,0.442,0.259,610.38
AC100795,good_quiet,0,632.09,True,176.9,0.394,0.178,583.19
AC100796,bad_detectable,1,806.54,True,173.16,0.446,0.202,882.42
AC100797,good_quiet,0,728.97,True,155.14,0.363,0.245,1309.04
AC100798,bad_detectable,1,526.88,True,102.55,0.44,0.288,609.42
AC100799,bad_detectable,1,598.69,False,0.0,0.387,0.174,620.67
